date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:49:59	21136/21136	---M--	200	added ('OK')	image/png	etag:%225290-6273bc1cdcd3e%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/hero-sec/profile.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/hero-sec/profile.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:49:59	843/843	---M--	200	added ('OK')	image/svg+xml	etag:%2234b-6273bc20141c4%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon1.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon1.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:00	393/393	---M--	200	added ('OK')	image/svg+xml	etag:%22189-6273bc203f14c%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon2.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon2.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:00	2588/2588	---M--	200	added ('OK')	image/svg+xml	etag:%22a1c-6273bc204faf0%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon3.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon3.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:00	2284/2284	---M--	200	added ('OK')	image/svg+xml	etag:%228ec-6273bc2070e37%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon4.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon4.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:00	615/615	---M--	200	added ('OK')	image/svg+xml	etag:%22267-6273bc208a47c%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon5.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon5.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:00	362/362	---M--	200	added ('OK')	image/svg+xml	etag:%2216a-6273bc20a4a61%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon6.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon6.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:01	1004/1004	---M--	200	added ('OK')	image/svg+xml	etag:%223ec-6273bc20c5da8%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon7.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon7.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:01	1093/1093	---M--	200	added ('OK')	image/svg+xml	etag:%22445-6273bc20d962c%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon8.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon8.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:01	182163/182163	---M--	200	added ('OK')	image/png	etag:%222c793-6273bc1412b77%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/about/about-us-img.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/about/about-us-img.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:02	2500/2500	---M--	200	added ('OK')	image/png	etag:%229c4-6273bc140be15%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/about/icon1.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/about/icon1.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:02	2238/2238	---M--	200	added ('OK')	image/png	etag:%228be-6273bc1444861%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/about/icon2.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/about/icon2.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:02	3942/3942	---M--	200	added ('OK')	image/svg+xml	etag:%22f66-6273bc1454264%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/about/icon3.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/about/icon3.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:02	5396/5396	---M--	200	added ('OK')	image/svg+xml	etag:%221514-6273bc148018d%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/about/icon4.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/about/icon4.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:03	387/387	---M--	200	added ('OK')	image/png	etag:%22183-6273bc17b3792%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/category/category1.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/category/category1.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:03	304/304	---M--	200	added ('OK')	image/png	etag:%22130-6273bc17b08b2%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/category/category2.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/category/category2.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:03	439/439	---M--	200	added ('OK')	image/png	etag:%221b7-6273bc17e353c%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/category/category3.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/category/category3.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:03	377/377	---M--	200	added ('OK')	image/png	etag:%22179-6273bc17f005f%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/category/category4.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/category/category4.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:04	4996/4996	---M--	200	added ('OK')	image/png	etag:%221384-6273bc1a0252a%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/course/course1.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/course/course1.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:04	3907/3907	---M--	200	added ('OK')	image/png	etag:%22f43-6273bc19fd709%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/course/course2.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/course/course2.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:04	2046/2046	---M--	200	added ('OK')	image/png	etag:%227fe-6273bc1a2e453%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/course/course3.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/course/course3.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:04	10828/10828	---M--	200	added ('OK')	image/png	etag:%222a4c-6273bc1f0e60f%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/main-img/testimonial1.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/main-img/testimonial1.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:04	1470/1470	---M--	200	added ('OK')	image/svg+xml	etag:%225be-6273bb7ba9427%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/svg/star-icon.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/svg/star-icon.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:05	11635/11635	---M--	200	added ('OK')	image/png	etag:%222d73-6273bc1f28bf4%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/main-img/testimonial2.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/main-img/testimonial2.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:05	9685/9685	---M-Z	200	added ('OK')	text/html	etag:%2225d5-6273bb46ce600-gzip%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/blog.html	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/blog.html	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:05	216430/216430	---M--	200	added ('OK')	image/png	etag:%2234d6e-6273bc153d8f3%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/blog/blog1.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/blog/blog1.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:05	893/893	---M--	200	added ('OK')	image/svg+xml	etag:%2237d-6273bc1dec534%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/inquery/person-icon.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/inquery/person-icon.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:06	987/987	---M--	200	added ('OK')	image/svg+xml	etag:%223db-6273bc1dba84a%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/inquery/call-icon.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/inquery/call-icon.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:06	755/755	---M--	200	added ('OK')	image/svg+xml	etag:%222f3-6273bc1dc15ac%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/inquery/mail-icon.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/inquery/mail-icon.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:06	840/840	---M--	200	added ('OK')	image/svg+xml	etag:%22348-6273bc18fd915%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/contact/mail-icon.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/contact/mail-icon.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:06	983/983	---M--	200	added ('OK')	image/svg+xml	etag:%223d7-6273bc18c00a9%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/contact/call-icon.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/contact/call-icon.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:06	2626/2626	---M--	200	added ('OK')	image/svg+xml	etag:%22a42-6273bc1921b3c%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/contact/office.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/contact/office.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:07	1256/1256	---M--	200	added ('OK')	image/svg+xml	etag:%224e8-6273bc18f1d93%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/contact/location.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/contact/location.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:07	1587/1587	---M--	200	added ('OK')	image/svg+xml	etag:%22633-6273bc18c5e6a%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/contact/clock.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/contact/clock.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:07	2447/2447	---M--	200	added ('OK')	image/svg+xml	etag:%2298f-6273bc1687a76%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/bottom-sec/scan-icon.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/bottom-sec/scan-icon.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:07	1736/1736	---M--	200	added ('OK')	image/svg+xml	etag:%226c8-6273bc16b687f%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/bottom-sec/share-icon.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/bottom-sec/share-icon.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:08	447/447	---M--	200	added ('OK')	image/svg+xml	etag:%221bf-6273bc168c897%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/bottom-sec/plus-icon.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/bottom-sec/plus-icon.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:08	87705/87705	---M--	200	added ('OK')	image/png	etag:%2215699-6273bc1ec32e0%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/main-img/scanner-img.png	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/main-img/scanner-img.png	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:08	597/597	---M--	200	added ('OK')	image/svg+xml	etag:%22255-6273bc200d462%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon10.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon10.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:08	855/855	---M--	200	added ('OK')	image/svg+xml	etag:%22357-6273bc20fd853%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon9.svg	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/images/social-icon/icon9.svg	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:09	87533/87533	---M-Z	200	added ('OK')	application/javascript	etag:%22155ed-6273bb776d39f-gzip%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/js/jquery.min.js	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/js/jquery.min.js	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:09	43898/43898	---M-Z	200	added ('OK')	application/javascript	etag:%22ab7a-6273bb77d1d11-gzip%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/js/slick.min.js	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/js/slick.min.js	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:09	80727/80727	---M-Z	200	added ('OK')	application/javascript	etag:%2213b57-6273bb76b2b1c-gzip%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/js/bootstrap.bundle.min.js	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:09	651958/651958	---MCZ	200	added ('OK')	application/javascript	etag:%229f2b6-6273bb774fed9-gzip%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/js/cursor.js	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/js/cursor.js	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:10	1525/1525	---M-Z	200	added ('OK')	application/javascript	etag:%225f5-6273bb77210d0-gzip%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/js/custom.js	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/js/custom.js	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/index.html)
00:50:10	107460/107460	---M--	200	added ('OK')	font/woff2	etag:%221a3c4-6273bb7dee572%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-brands-400.woff2	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/css/all.min.css)
00:50:10	25096/25096	---M--	200	added ('OK')	font/woff2	etag:%226208-6273bb7eaebb6%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-regular-400.woff2	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/css/all.min.css)
00:50:10	186112/186112	---M--	200	added ('OK')	font/ttf	etag:%222d700-6273bb7df6274%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-brands-400.ttf	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/css/all.min.css)
00:50:10	62048/62048	---M--	200	added ('OK')	font/ttf	etag:%22f260-6273bb7e92691%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-regular-400.ttf	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/css/all.min.css)
00:50:11	150472/150472	---M--	200	added ('OK')	font/woff2	etag:%2224bc8-6273bb7f12588%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-solid-900.woff2	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/css/all.min.css)
00:50:11	4584/4584	---M--	200	added ('OK')	font/woff2	etag:%2211e8-6273bb7f7307a%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-v4compatibility.woff2	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/css/all.min.css)
00:50:11	10136/10136	---M--	200	added ('OK')	font/ttf	etag:%222798-6273bb7f5b976%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-v4compatibility.ttf	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/css/all.min.css)
00:50:12	397728/397728	---M--	200	added ('OK')	font/ttf	etag:%22611a0-6273bb7f0d768%22	https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Education/up2client.com/envato/digi-vcard/html/main-file/Education/assets/webfonts/fa-solid-900.ttf	(from https://up2client.com/envato/digi-vcard/html/main-file/Education/assets/css/all.min.css)
